실종나이,성별,하늘상태,강수형태,기온,가출이력,거주지 주소,발생지 주소,월,시간,발생장소
60,0,2,0,-4.1,0,5,1,12,23,1
65,0,4,0,-4.1,0,5,2,12,11,1
82,0,2,0,-3.4,0,4,4,12,1,1
77,1,1,0,-4.9,0,5,5,12,9,1
83,1,1,0,-3.4,0,4,4,12,11,0
88,0,4,0,1.0,0,3,3,12,17,1
78,0,4,0,1.2,0,4,4,12,19,1
79,0,1,0,-5.5,0,0,0,12,9,1
73,1,1,0,-3.4,0,5,5,12,11,1
82,1,1,0,-3.1,0,3,3,12,12,0
85,0,1,0,-3.9,0,5,1,12,14,1
68,1,1,0,-3.7,0,0,3,12,15,1
62,1,1,0,-6.4,0,5,5,12,19,1
62,1,1,0,-3.4,0,2,2,12,11,1
59,0,1,0,-3.4,0,4,1,12,11,1
86,0,1,0,-5.0,0,0,2,12,17,1
76,1,1,0,-3.7,0,2,2,12,15,0
65,1,1,0,-3.4,0,0,0,12,12,0
87,1,1,0,-5.8,0,3,5,12,18,1
82,0,1,0,-3.9,0,1,0,12,14,1
55,1,1,0,-9.1,0,1,4,12,8,1
67,1,2,0,29.0,0,0,4,7,8,1
72,1,1,0,-5.4,0,4,4,12,22,1
83,0,1,0,-2.7,0,3,3,12,13,1
82,0,1,0,-8.4,0,1,2,12,3,1
88,0,1,0,-9.2,0,1,1,12,3,1
76,1,1,0,-4.6,0,3,4,12,18,1
81,0,1,0,-4.6,0,4,4,12,18,1
87,0,1,0,-4.6,0,4,4,12,18,0
83,1,1,0,-9.8,0,0,0,12,8,1
73,0,1,0,-8.7,0,2,2,12,8,1
80,1,1,0,-3.1,0,1,1,12,14,1
82,1,1,0,-3.4,0,0,0,12,13,1
77,0,1,0,-6.2,0,5,5,12,10,1
72,0,1,0,-6.2,0,2,2,12,10,1
67,0,1,0,-3.7,0,3,3,12,16,1
89,0,1,0,-4.3,0,1,1,12,17,1
80,0,1,0,-4.3,0,1,1,12,17,1
88,1,1,0,-4.6,0,2,2,12,18,0
80,1,1,0,-4.1,0,0,3,12,17,1
74,1,1,0,-7.4,0,3,3,12,9,1
75,0,1,0,-7.4,0,4,4,12,9,1
79,0,4,3,-0.8,0,2,2,12,12,1
75,1,4,3,-5.7,0,0,0,12,5,1
61,0,3,0,2.6,0,1,1,12,16,1
90,1,4,3,-5.8,0,0,0,12,6,1
89,1,4,3,-1.6,0,1,1,12,11,1
65,0,4,3,-2.4,0,4,3,12,9,1
66,0,4,0,0.3,0,3,2,12,13,1
75,1,4,3,-2.1,0,4,4,12,10,0
54,1,4,3,-2.1,0,4,4,12,10,1
85,1,1,0,-4.9,0,0,2,12,19,1
89,0,3,0,1.1,0,0,0,12,14,1
81,0,1,0,0.5,0,2,2,12,16,1
76,1,1,0,1.1,0,1,1,12,15,0
83,0,1,0,1.1,0,0,0,12,15,1
70,1,4,0,2.1,0,3,2,12,20,1
84,0,4,3,-3.1,0,4,4,12,8,1
78,1,3,0,1.4,0,1,1,12,20,1
57,1,2,0,0.8,0,4,4,12,15,1
80,1,1,0,-2.0,0,3,3,12,0,1
76,0,1,0,-1.3,0,3,3,12,23,1
72,0,1,0,-6.2,0,5,5,12,23,1
71,1,1,0,-4.9,0,4,4,12,20,1
73,0,1,0,-1.8,0,5,2,12,14,1
81,0,1,0,-1.8,0,2,2,12,14,1
40,1,1,0,-2.3,0,3,1,12,12,1
78,0,1,0,-1.7,0,2,4,12,13,1
72,1,1,0,-1.7,0,3,5,12,13,1
80,1,1,0,-4.1,0,4,4,12,17,1
72,0,1,0,-2.4,0,4,2,12,15,1
84,0,1,0,-2.4,0,1,1,12,11,1
72,0,1,0,-2.8,0,0,1,12,15,1
90,1,4,0,1.7,0,2,2,12,18,1
83,0,1,0,-3.6,0,5,5,12,9,1
77,1,1,0,-4.6,0,3,3,12,18,0
80,0,1,0,-3.4,0,5,5,12,16,1
80,0,1,0,-4.9,0,5,5,12,20,1
80,0,1,0,-5.2,0,1,1,12,7,0
86,1,1,0,-5.6,0,2,2,12,22,1
80,0,1,0,-8.7,0,0,0,12,5,1
67,0,1,0,-6.7,0,3,0,12,0,1
73,1,4,3,-0.9,0,0,2,12,17,1
79,1,4,0,-3.1,0,4,3,12,10,1
69,0,3,0,-0.8,0,2,2,12,12,1
78,0,4,0,0.0,0,0,0,12,13,1
74,1,4,0,-0.3,0,2,2,12,15,1
81,1,3,0,-5.3,0,5,5,12,8,1
75,0,4,0,-2.3,0,0,0,12,11,1
88,1,3,0,-0.8,0,3,3,12,12,1
72,0,3,0,-0.8,0,4,3,12,12,1
85,0,4,0,-0.3,0,5,5,12,15,1
75,0,4,3,-1.2,0,1,4,12,18,1
63,1,4,0,-0.3,0,3,3,12,15,1
61,1,4,3,-1.2,0,3,3,12,19,1
77,1,4,3,-0.9,0,3,3,12,17,1
79,0,4,0,-0.9,0,5,5,12,20,1
76,0,4,3,-0.9,0,4,4,12,17,0
71,0,1,0,-2.0,0,3,3,12,9,1
84,0,2,0,-5.0,0,1,0,12,5,1
77,0,2,0,-5.0,1,1,1,12,5,0
78,1,3,0,-1.5,0,1,1,12,1,0
95,1,1,0,1.6,0,4,4,12,11,1
67,0,1,0,1.6,0,3,5,12,11,1
87,1,1,0,0.0,0,5,2,12,10,1
72,0,1,0,2.5,0,0,0,12,12,1
79,1,1,0,3.0,0,5,5,12,14,1
68,0,1,0,2.9,0,1,1,12,13,1
72,0,1,0,2.9,0,2,1,12,13,1
84,1,2,0,-4.9,0,4,4,12,7,1
70,1,1,0,2.5,0,0,0,12,15,1
84,1,1,0,0.5,0,1,1,12,18,1
61,0,1,0,0.0,0,0,1,12,19,1
77,0,1,0,1.1,0,4,4,12,17,1
74,1,1,0,0.9,0,5,5,12,18,0
81,1,1,0,-0.7,0,1,0,12,20,1
81,0,4,0,0.3,0,1,2,12,7,1
78,1,4,0,0.0,0,2,2,12,6,1
73,0,1,0,3.4,0,3,3,12,10,1
86,0,4,0,2.0,0,2,2,12,9,1
86,0,3,0,3.0,0,1,1,12,9,1
70,0,4,0,6.1,0,2,0,12,13,1
78,0,4,0,6.1,0,1,0,12,13,1
76,0,4,0,5.6,0,5,5,12,16,1
77,0,3,0,3.0,0,0,0,12,9,1
74,1,4,0,6.0,0,2,2,12,14,1
76,0,4,0,1.0,0,3,3,12,8,1
58,1,4,0,5.6,0,0,3,12,17,1
89,1,1,0,6.9,0,3,3,3,18,0
79,0,4,0,6.0,0,3,3,12,14,1
71,0,3,0,5.7,0,4,4,12,13,1
84,0,4,0,5.6,0,4,4,12,18,1
78,1,4,0,5.6,0,4,4,12,18,0
79,0,1,0,3.4,0,5,5,12,10,1
80,0,4,0,6.2,0,2,0,12,15,1
89,1,3,0,5.7,0,5,5,12,13,1
74,0,4,0,5.0,0,3,1,12,17,1
73,1,4,0,1.0,0,2,2,12,8,1
83,0,4,0,5.3,0,0,1,12,18,1
72,0,4,0,5.3,0,0,1,12,18,1
81,0,4,0,0.0,0,4,4,12,5,1
70,1,4,0,5.6,0,0,0,12,12,1
74,1,4,0,5.3,0,1,1,12,21,1
78,1,4,0,5.5,0,5,5,12,22,1
77,1,1,0,4.5,0,1,1,12,10,1
78,0,4,0,5.6,0,1,4,12,23,1
72,1,4,0,5.6,0,5,5,12,0,1
74,0,3,0,6.7,0,0,0,12,17,0
62,0,4,0,4.4,0,5,4,12,6,1
81,0,4,0,4.4,0,4,4,12,6,1
78,0,4,0,5.7,0,1,3,12,9,1
84,0,3,0,7.0,0,4,4,12,11,1
80,0,4,0,6.5,0,0,0,12,9,1
68,0,3,0,7.7,0,3,1,12,11,1
76,1,3,0,7.7,0,2,3,12,12,1
85,0,3,0,7.7,0,3,3,12,12,1
80,1,3,0,7.0,0,5,3,12,11,1
91,1,4,0,5.7,0,2,4,12,9,1
80,0,4,0,5.7,0,4,4,12,9,1
71,0,1,0,7.9,0,1,0,12,13,1
84,1,1,0,7.9,0,1,0,12,13,1
72,1,3,0,7.7,0,0,4,12,12,1
76,1,1,0,7.5,0,1,0,12,14,1
58,0,1,0,8.4,0,3,3,12,14,1
87,0,2,0,8.2,0,4,3,12,15,1
84,1,4,0,6.4,0,4,4,12,10,1
79,0,1,0,8.4,0,4,4,12,14,0
73,1,2,0,8.2,0,3,3,12,13,0
64,0,4,0,5.9,0,2,2,12,19,1
75,1,3,0,7.2,0,3,5,12,16,1
71,0,2,0,8.2,0,2,2,12,13,0
76,0,4,0,5.0,0,3,3,12,5,0
81,1,4,0,5.6,0,2,4,12,23,1
80,1,4,1,4.6,0,3,3,12,7,1
78,0,4,0,5.4,0,4,4,12,20,1
79,1,4,1,5.3,0,4,0,12,7,1
71,0,4,1,5.3,0,0,0,12,7,0
77,1,4,1,2.5,0,3,3,12,11,1
82,0,4,1,5.0,0,5,0,12,12,1
80,1,4,2,2.2,0,3,3,12,15,1
83,0,4,1,3.8,0,0,0,12,16,1
57,0,4,1,2.2,0,4,2,12,14,1
46,0,4,2,2.2,0,5,5,12,15,1
77,0,4,2,2.2,0,5,5,12,15,1
76,1,4,1,3.5,0,5,5,12,10,0
59,1,4,1,3.8,0,1,1,12,16,1
82,0,4,1,5.0,0,1,1,12,12,1
92,1,4,1,3.8,0,3,1,12,15,1
70,1,1,0,0.2,0,1,1,12,19,1
77,0,4,1,3.8,0,0,0,12,15,1
82,0,4,1,2.2,0,4,4,12,12,1
76,1,1,0,-0.6,0,3,5,12,23,1
74,0,4,2,2.5,0,5,2,12,16,0
77,0,1,0,-0.5,0,3,3,12,23,1
65,0,4,1,2.1,0,2,2,12,13,1
74,0,1,0,-1.1,0,1,1,12,1,1
77,1,1,0,-2.7,0,0,0,12,5,1
72,0,1,0,-0.5,0,5,5,12,23,1
86,1,1,0,-4.6,0,0,3,12,7,1
74,1,1,0,-4.6,0,1,4,12,7,1
65,0,1,0,-1.6,0,3,3,12,19,1
80,0,1,0,-1.6,0,3,3,12,19,1
90,0,1,0,-2.4,0,3,3,12,10,1
75,1,1,0,-2.4,0,1,3,12,10,0
79,0,1,0,-2.4,0,3,3,12,10,1
70,0,1,0,-2.4,0,1,1,12,9,1
86,0,2,0,-1.8,0,4,4,12,11,1
84,1,1,0,-0.3,0,2,2,12,13,1
82,0,1,0,-3.4,0,4,4,12,9,1
77,0,1,0,-0.1,0,0,0,12,13,1
81,0,1,0,-4.1,0,5,3,12,8,1
73,1,1,0,-0.3,0,4,5,12,13,1
77,0,4,1,3.5,0,2,2,12,10,1
87,0,1,0,-1.1,0,5,4,12,16,1
77,0,1,0,-1.1,0,5,3,12,16,1
86,0,1,0,-1.1,0,3,3,12,16,1
61,1,1,0,0.0,0,4,3,12,14,1
83,1,1,0,-0.3,0,3,3,12,13,1
86,1,1,0,-0.3,0,3,3,12,13,0
70,1,1,0,-1.1,0,0,5,12,16,1
79,1,1,0,-2.4,0,2,2,12,10,1
63,0,1,0,-1.7,0,1,1,12,17,1
78,0,3,0,6.5,0,2,3,12,17,1
71,1,1,0,-0.4,0,0,0,12,15,1
75,1,1,0,-1.7,0,0,0,12,17,1
70,0,1,0,-1.5,0,2,2,12,18,1
84,0,1,0,0.0,0,5,5,12,14,1
76,0,1,0,-2.9,0,0,0,12,6,1
61,0,1,0,-2.6,0,4,4,12,7,1
78,0,1,0,-2.1,0,5,5,12,5,1
82,1,1,0,-1.7,0,4,4,12,9,1
87,1,1,0,-2.9,0,2,2,12,10,1
59,1,1,0,-1.9,0,5,5,12,8,1
88,1,1,0,-1.7,0,2,2,12,9,1
89,0,1,0,-1.7,0,2,2,12,9,1
77,0,1,0,-2.2,0,5,0,12,10,1
74,0,1,0,-2.5,0,0,1,12,11,1
88,0,1,0,-2.5,0,0,0,12,11,1
70,0,1,0,-2.6,0,1,1,12,13,0
82,0,1,0,-1.4,0,1,2,12,10,1
71,0,1,0,-1.4,1,2,2,12,10,1
87,0,1,0,-2.9,0,1,1,12,14,1
80,1,1,0,-1.9,0,4,4,12,14,1
81,1,1,0,-1.9,0,4,4,12,14,1
79,0,1,0,-2.5,0,2,5,12,15,1
71,1,1,0,-1.9,0,4,2,12,14,1
82,0,1,0,-1.9,0,2,2,12,14,1
71,0,1,0,-1.9,0,2,2,12,14,1
70,0,1,0,-1.9,0,3,3,12,8,1
86,1,1,0,-1.9,0,3,3,12,14,1
90,0,1,0,-2.5,0,1,4,12,15,1
86,1,1,0,-2.9,0,4,0,12,14,1
62,1,1,0,-2.9,0,2,0,12,14,1
77,1,1,0,-4.7,0,2,0,12,18,1
69,0,1,0,-1.3,0,3,3,12,11,1
77,0,1,0,-5.4,0,3,4,12,18,1
57,0,2,0,-8.6,0,0,0,12,3,0
80,1,2,0,-8.9,0,4,3,12,5,1
75,0,1,0,-8.6,0,5,5,12,8,1
64,1,1,0,-7.4,0,0,1,12,9,1
76,1,1,0,-4.2,0,5,5,12,12,0
67,1,1,0,-4.2,1,0,5,12,12,1
80,0,1,0,-6.1,0,3,2,12,10,1
64,0,1,0,-4.2,0,3,3,12,12,1
85,0,3,0,24.1,0,5,5,5,12,1
54,0,3,0,24.1,0,0,5,5,12,1
69,1,1,0,-3.6,0,5,4,12,14,1
77,1,1,0,-3.6,0,4,4,12,14,1
84,0,1,0,-6.2,0,5,1,12,10,1
82,0,1,0,-3.9,0,1,1,12,15,1
73,0,1,0,-4.5,0,0,0,12,16,1
61,1,1,0,-5.9,0,0,0,12,17,1
81,1,1,0,-4.9,0,3,3,12,18,0
88,1,2,0,20.1,0,1,1,10,11,1
84,1,1,0,-3.8,0,2,2,12,15,1
58,0,1,0,-7.0,0,0,0,12,21,1
76,0,1,0,-5.2,0,4,2,12,20,1
80,1,1,0,-5.1,0,3,3,12,19,0
78,1,1,0,-3.6,0,1,1,12,14,1
75,1,1,0,-6.6,0,0,0,12,23,1
79,1,1,0,-6.8,1,0,0,12,19,1
79,1,4,0,1.4,0,2,5,12,22,1
73,1,1,0,-4.4,0,5,5,12,16,1
69,0,4,0,-5.3,0,1,1,12,5,1
82,0,3,0,-2.4,0,2,2,12,9,1
83,0,3,0,-1.0,0,3,3,12,11,1
78,1,3,0,0.6,0,3,2,12,13,1
83,0,3,0,0.6,0,2,2,12,13,0
79,0,3,0,-3.5,0,1,1,12,9,1
80,1,3,0,1.4,0,2,0,12,13,1
84,1,4,0,0.5,0,0,2,12,14,1
82,0,3,0,0.9,0,0,0,12,12,1
76,1,4,0,-3.7,0,5,2,12,7,1
85,0,4,0,1.0,0,0,0,12,15,0
78,0,4,0,1.7,0,1,5,12,20,1
71,0,4,0,-0.5,0,5,1,12,18,1
77,0,4,0,-0.5,0,1,1,12,18,1
81,1,3,0,-3.5,0,0,0,12,9,1
82,1,4,0,1.7,0,3,3,12,20,1
79,1,4,0,-0.5,0,1,1,12,19,1
77,0,4,0,1.6,0,3,3,12,21,0
76,0,4,0,-0.5,0,0,0,12,21,1
62,1,4,0,1.6,0,4,4,12,21,0
80,0,1,0,1.5,0,3,3,12,21,0
80,0,4,0,1.6,0,2,3,12,5,1
90,0,4,0,2.5,0,5,5,12,9,1
90,0,4,0,2.5,0,2,2,12,9,0
75,0,4,0,0.5,0,0,0,12,6,1
76,0,4,0,3.0,0,1,2,12,10,1
85,1,4,0,3.4,0,3,0,12,10,1
74,0,3,0,5.3,0,1,1,12,12,1
84,0,1,0,5.2,0,1,1,12,13,1
87,1,4,0,1.1,0,3,1,12,8,1
92,1,1,0,5.5,0,4,2,12,15,1
78,0,1,0,1.9,0,0,0,1,12,1
82,1,1,0,4.2,0,4,0,12,16,1
80,1,1,0,5.5,0,5,5,12,15,1
83,0,4,0,2.0,0,3,3,12,8,1
68,0,1,0,5.8,0,4,4,12,14,1
78,0,1,0,4.8,0,1,1,12,15,1
83,1,4,0,5.0,0,1,5,12,12,1
78,0,4,0,2.2,0,1,1,12,9,1
86,0,1,0,4.6,0,5,5,12,16,1
72,0,1,0,4.8,0,0,0,12,15,1
72,1,1,0,3.2,0,1,1,12,17,1
77,0,1,0,3.2,0,1,1,12,17,1
79,1,1,0,2.1,0,0,0,12,19,1
79,0,4,0,1.1,0,0,0,12,8,1
79,1,4,0,3.0,0,1,5,12,10,1
75,1,-1,0,27.799999,0,1,5,9,14,1
83,0,1,0,1.6,0,1,1,12,22,1
82,1,1,0,4.6,0,5,4,12,16,1
51,0,1,0,5.2,0,0,0,12,13,1
77,0,1,0,0.3,0,5,5,12,0,1
76,0,3,0,-0.8,0,1,1,12,17,1
84,1,4,0,3.4,0,3,4,12,12,1
73,1,4,0,3.4,0,5,5,12,12,1
78,1,4,0,0.0,0,0,0,12,8,1
83,1,4,0,3.4,0,3,3,12,16,1
75,0,4,0,3.5,0,4,4,12,13,1
92,0,4,0,3.5,0,5,3,12,14,1
69,1,4,0,3.6,0,4,4,12,15,1
81,1,4,0,4.5,0,2,1,12,15,1
81,1,4,0,4.5,0,5,1,12,15,1
80,0,4,0,4.3,0,0,0,12,16,1
80,1,4,0,4.3,0,0,0,12,16,1
79,0,4,0,2.3,0,5,5,12,17,0
85,1,4,0,2.3,0,5,5,12,17,1
79,0,4,2,2.0,0,1,1,12,19,1
73,0,-1,0,25.6,0,2,2,7,12,1
65,1,4,2,1.7,0,1,1,12,20,1
77,1,1,0,-1.8,0,3,3,12,23,1
73,1,4,3,1.5,0,1,1,12,21,0
54,0,1,0,0.5,0,0,0,12,9,1
54,0,4,0,0.0,0,1,1,12,8,1
73,0,1,0,-0.5,0,5,5,12,8,1
67,1,1,0,-0.5,0,2,2,12,8,1
72,1,1,0,0.7,0,3,5,12,10,1
88,0,1,0,0.7,0,5,5,12,10,1
82,0,1,0,0.5,0,2,1,12,9,1
80,0,1,0,-0.7,1,0,0,12,8,1
86,1,1,0,1.2,0,1,2,12,11,1
68,1,1,0,1.2,0,2,4,12,11,1
74,1,1,0,1.2,0,4,4,12,11,1
70,0,1,0,2.9,0,4,3,12,13,1
84,0,1,0,1.2,0,4,5,12,11,1
78,0,-1,0,7.3,0,4,4,12,12,1
86,1,1,0,0.7,0,4,4,12,10,1
91,1,1,0,3.1,0,5,4,12,14,1
81,0,1,0,1.2,0,5,5,12,17,1
74,0,1,0,1.2,0,4,5,12,17,1
84,0,3,0,-0.8,0,0,0,12,6,1
84,0,1,0,1.1,0,2,0,12,17,1
82,0,1,0,1.1,0,0,0,12,17,1
71,0,1,0,0.6,0,5,5,12,18,0
86,0,1,0,0.4,0,1,1,12,18,1
73,0,1,0,3.1,0,1,2,12,14,1
76,0,1,0,0.1,0,4,4,12,19,1
74,0,1,0,2.4,0,0,0,12,15,1
78,1,1,0,0.0,0,0,0,12,19,1
69,0,1,0,-4.4,0,3,3,12,16,1
84,1,1,0,1.1,0,1,1,12,17,1
73,0,1,0,-1.1,0,5,2,12,22,1
85,1,1,0,-2.4,0,5,5,1,2,1
85,0,2,0,-3.9,0,2,2,1,6,1
78,1,1,0,1.0,0,2,2,1,10,1
76,1,1,0,-0.3,0,4,4,1,9,0
79,1,1,0,1.7,0,2,2,1,11,1
77,1,1,0,2.4,0,5,5,1,12,1
67,0,1,0,2.6,0,5,2,1,13,1
90,0,-1,0,7.9,0,3,3,11,18,1
75,1,1,0,2.2,0,1,1,1,15,1
78,0,1,0,2.2,0,1,1,1,15,1
69,1,1,0,2.6,0,4,0,1,13,1
83,1,1,0,2.5,0,4,4,1,15,1
60,1,1,0,1.7,0,5,5,1,11,1
76,0,1,0,2.1,0,5,5,1,16,1
77,1,2,0,2.5,0,2,2,1,14,1
80,1,1,0,0.4,0,2,2,1,17,1
81,0,1,0,0.4,0,4,4,1,17,1
73,1,1,0,1.3,0,0,0,1,17,0
79,1,1,0,-0.8,0,1,1,1,20,1
81,1,1,0,0.4,0,5,5,1,17,1
88,1,1,0,-2.9,0,4,4,1,4,0
78,0,1,0,-2.7,0,5,2,1,5,1
83,0,1,0,-3.1,0,3,3,1,7,0
82,0,1,0,-2.8,0,3,0,1,7,1
54,0,1,0,-2.0,0,2,2,1,8,1
85,0,1,0,-2.0,0,2,2,1,8,1
84,1,1,0,0.3,0,2,2,1,10,1
76,1,1,0,0.3,0,2,2,1,10,1
81,0,1,0,-3.0,0,3,3,1,6,1
81,0,1,0,-1.9,0,4,4,1,2,0
80,0,1,0,-2.0,0,1,3,1,8,1
78,0,1,0,1.5,0,5,5,1,12,1
80,1,1,0,1.6,0,4,5,1,13,1
77,0,1,0,1.6,0,2,5,1,13,1
59,1,1,0,-0.2,0,0,0,1,9,0
87,0,1,0,1.5,0,4,4,1,12,1
84,0,1,0,0.3,0,3,0,1,16,1
59,0,1,0,0.3,0,0,0,1,16,1
60,0,1,0,0.9,0,1,1,1,10,1
75,1,1,0,1.8,0,0,0,1,13,1
72,0,1,0,28.0,0,2,2,7,7,0
77,1,2,0,-0.8,0,2,2,1,18,1
74,1,1,0,0.3,0,1,1,1,16,1
76,1,3,0,-2.6,0,3,3,1,21,1
83,1,1,0,-1.7,0,3,5,1,1,1
78,1,3,0,-5.4,0,1,1,1,2,1
72,1,4,0,-1.5,0,2,2,1,19,1
57,0,3,0,-5.7,0,3,5,1,5,1
68,1,1,0,-5.2,0,3,3,1,8,1
88,1,2,0,-3.6,0,1,4,1,10,1
73,1,2,0,-3.6,0,4,4,1,10,1
88,1,1,0,-5.0,0,1,1,1,9,1
89,0,1,0,-1.8,0,5,5,1,12,1
71,0,1,0,-1.6,0,0,0,1,13,0
81,1,1,0,-1.6,0,0,0,1,13,1
75,0,1,0,-5.0,0,0,0,1,9,1
83,0,1,0,-1.4,0,2,5,1,14,1
67,1,1,0,-6.3,0,1,1,1,8,1
80,1,1,0,-2.4,0,4,4,1,16,1
73,1,1,0,-2.4,0,1,5,1,16,1
78,0,1,0,-2.4,0,1,5,1,16,1
80,1,1,0,-2.5,0,0,3,1,17,1
80,1,1,0,-1.5,0,1,1,1,14,1
73,0,1,0,-1.5,0,5,5,1,15,0
57,0,1,0,-1.5,0,4,5,1,15,1
78,1,1,0,-2.9,0,4,4,1,18,0
79,1,3,0,-4.0,0,1,1,1,10,1
70,0,1,0,-2.4,0,2,2,1,16,1
78,0,1,0,-2.4,0,2,1,1,16,1
88,1,2,0,-4.9,0,5,5,1,9,1
77,0,2,0,-4.9,0,5,5,1,9,1
95,0,3,0,-3.1,0,0,3,1,11,1
76,1,2,0,-3.6,0,1,3,1,10,1
90,1,3,0,-6.2,0,0,3,1,1,1
74,1,2,0,-4.9,0,3,3,1,9,0
77,0,2,0,-4.9,0,3,3,1,9,1
71,1,3,0,-8.3,0,0,0,1,7,1
79,0,1,0,-3.9,0,1,3,1,10,0
75,0,3,0,-3.1,0,4,4,1,11,1
87,0,4,0,-2.3,0,5,4,1,12,1
60,1,4,0,-1.6,0,2,4,1,15,1
78,0,4,0,-7.5,0,5,4,1,5,1
79,1,4,0,-1.9,0,5,1,1,15,1
75,0,4,0,-1.9,0,1,1,1,15,1
67,1,2,0,2.9,1,1,2,1,12,1
77,0,4,0,-1.6,0,5,5,1,16,1
77,0,4,0,-2.3,0,5,5,1,12,1
82,1,1,0,-5.5,0,0,0,1,9,1
81,0,4,0,-1.9,0,2,2,1,14,1
73,0,3,0,-3.1,0,5,5,1,11,1
75,0,4,0,-2.1,0,4,1,1,13,1
70,1,4,0,-1.6,0,5,2,1,16,1
64,0,4,0,-1.9,0,0,0,1,14,0
69,0,4,0,-2.5,0,4,0,1,18,1
89,1,4,0,-1.3,0,2,5,1,17,1
94,1,1,0,-4.2,0,1,1,1,10,1
83,0,1,0,-3.9,0,5,5,1,10,1
77,0,1,0,-3.9,0,5,5,1,10,1
56,0,4,0,-1.4,0,3,3,1,18,0
79,0,4,0,-1.6,0,1,3,1,16,1
66,1,4,0,-1.6,0,1,3,1,16,1
52,0,4,0,-4.4,0,4,4,1,21,1
64,0,1,0,-5.5,0,1,1,1,9,1
77,0,4,0,-3.2,0,2,2,1,23,1
66,0,4,0,-2.6,0,5,5,1,8,1
58,0,1,0,-0.7,0,0,0,1,10,1
85,1,1,0,-0.7,0,5,0,1,10,1
89,0,4,0,-2.6,0,4,4,1,8,1
58,1,1,0,-0.4,0,2,2,1,10,1
68,1,1,0,-0.4,0,2,2,1,10,1
88,1,4,0,-4.8,1,0,0,1,1,0
70,0,4,0,-3.9,0,2,2,1,4,1
77,1,1,0,1.3,0,5,5,1,13,1
79,0,1,0,1.3,0,4,4,1,13,1
71,1,1,0,1.3,0,0,2,1,13,1
81,0,1,0,0.4,0,1,1,1,13,1
71,0,1,0,0.4,0,1,1,1,13,1
77,0,1,0,0.0,0,5,1,1,14,1
71,0,1,0,-0.4,0,4,4,1,10,1
80,0,1,0,-3.8,0,4,4,1,8,1
81,0,1,0,-6.4,0,5,1,1,7,1
89,0,1,0,-3.8,0,2,2,1,8,1
70,1,1,0,-0.9,0,3,3,1,10,1
86,1,1,0,-3.1,0,1,1,1,19,1
84,0,1,0,-0.6,0,1,1,1,10,0
75,1,1,0,1.2,0,5,1,1,12,1
80,0,4,0,22.6,0,1,1,5,10,0
83,0,1,0,1.4,0,1,2,1,14,1
96,1,1,0,-0.2,0,2,2,1,11,0
75,0,1,0,1.5,0,2,4,1,15,1
75,0,1,0,-0.9,0,4,4,1,10,0
76,1,1,0,1.4,0,1,3,1,14,1
86,0,1,0,-1.4,0,1,1,1,18,1
81,1,1,0,-1.4,0,0,0,1,18,1
78,1,1,0,-0.4,0,3,3,1,18,1
90,1,1,0,1.4,0,1,1,1,14,1
77,0,2,0,-1.8,0,0,2,1,21,1
91,1,2,0,-4.5,0,5,5,1,4,0
80,1,2,0,-4.9,0,4,4,1,7,1
91,1,3,0,-3.9,0,1,1,1,8,1
68,1,3,0,-1.4,0,0,2,1,9,1
78,1,3,0,-1.4,0,2,2,1,9,0
76,0,3,0,-1.4,0,2,2,1,9,1
82,1,4,0,1.0,0,0,0,1,11,1
67,1,3,0,0.1,0,2,1,1,10,1
85,1,4,0,1.9,0,0,0,1,13,1
78,0,3,0,0.0,0,1,5,1,10,1
99,1,4,0,0.7,0,4,2,1,12,1
77,0,4,0,0.7,0,0,2,1,12,1
77,0,3,0,-1.4,0,4,4,1,9,1
83,1,4,0,2.3,0,5,4,1,15,1
80,1,4,0,2.0,0,0,0,1,15,1
82,1,4,0,1.5,0,4,1,1,16,1
88,1,3,0,0.0,0,2,2,1,10,1
82,0,3,0,0.0,0,2,2,1,10,0
62,1,4,0,1.9,0,2,2,1,17,1
95,0,4,0,2.0,0,0,0,1,14,1
85,0,4,0,2.2,0,5,5,1,16,0
81,1,4,0,2.2,0,5,5,1,16,1
82,1,4,0,0.8,0,0,1,1,18,1
81,0,4,0,1.5,0,0,0,1,16,1
71,0,4,0,2.3,0,2,2,1,15,1
16,1,4,0,2.3,0,2,2,1,15,1
63,1,4,0,2.3,0,4,4,1,22,0
72,0,4,0,1.8,0,2,2,1,1,1
80,1,4,0,0.6,0,0,0,1,19,1
77,1,4,0,1.4,0,2,2,1,7,1
81,1,4,0,2.1,0,5,5,1,8,1
94,1,4,0,3.6,0,1,1,1,10,1
77,0,4,0,3.6,0,1,1,1,10,1
83,1,3,0,2.7,0,4,4,1,11,1
74,1,4,0,3.4,0,4,4,1,14,0
89,1,3,0,4.7,0,3,0,1,13,1
83,0,4,0,3.9,0,1,1,1,15,1
75,1,4,0,3.0,0,1,4,1,15,1
75,0,4,0,3.0,0,4,4,1,15,1
75,1,4,0,3.0,0,4,4,1,15,0
82,0,4,0,2.2,0,5,5,1,16,1
78,1,4,0,2.2,0,4,3,1,16,1
81,0,4,0,3.4,0,5,5,1,14,1
83,1,4,0,3.9,0,0,0,1,15,1
77,0,4,3,0.6,0,0,3,1,18,1
80,1,3,0,3.3,0,0,4,1,13,1
66,0,3,0,3.3,0,4,4,1,13,1
82,1,4,0,0.7,0,1,1,1,17,1
